Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2018 X,"39,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2018 XI,"36,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2018 XII,"32,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 I,"32,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 II,"38,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 III,"37,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 IV,"39,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 V,"38,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 VI,"43,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 VII,"42,2"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 VIII,"36,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 IX,"41,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 X,"39,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 XI,"38,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2019 XII,"33,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 I,"36,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 II,"36,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 III,"43,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 IV,"34,1"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 V,"30,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 VI,"29,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 VII,"31,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 VIII,"27,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 IX,"27,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 X,"30,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 XI,"29,4"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2020 XII,"28,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 I,"26,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 II,"34,6"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 III,"36,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 IV,"45,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 V,"44,7"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 VI,"55,0"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 VII,"54,3"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 VIII,"55,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 IX,"59,5"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 X,"59,8"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 XI,"62,9"
Wyszczególnienie,Bariery działalności - koszty materiałów [%],2021 XII,"59,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 I,"27,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 II,"24,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 III,"29,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 IV,"30,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 V,"30,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 VI,"29,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 VII,"31,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 VIII,"32,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 IX,"26,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 X,"31,5"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 XI,"31,1"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2014 XII,"28,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 I,"30,0"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 II,"33,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 III,"27,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 IV,"30,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 V,"29,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 VI,"26,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 VII,"28,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 VIII,"26,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 IX,"32,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 X,"29,0"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 XI,"26,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2015 XII,"26,0"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 I,"30,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 II,"26,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 III,"28,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 IV,"25,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 V,"28,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 VI,"30,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 VII,"29,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 VIII,"30,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 IX,"29,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 X,"30,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 XI,"31,0"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2016 XII,"31,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 I,"25,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 II,"25,5"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 III,"24,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 IV,"25,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 V,"26,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 VI,"25,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 VII,"26,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 VIII,"26,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 IX,"28,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 X,"28,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 XI,"31,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2017 XII,"28,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 I,"20,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 II,"22,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 III,"25,0"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 IV,"22,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 V,"23,1"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 VI,"24,1"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 VII,"23,1"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 VIII,"24,1"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 IX,"24,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 X,"30,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 XI,"30,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2018 XII,"29,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 I,"31,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 II,"27,7"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 III,"32,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 IV,"28,9"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 V,"27,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 VI,"28,6"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 VII,"30,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 VIII,"26,4"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 IX,"31,8"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 X,"29,3"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 XI,"30,2"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2019 XII,"29,5"
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 I,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 II,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 III,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 IV,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 V,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 VI,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 VII,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 VIII,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 IX,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 X,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 XI,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2020 XII,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 I,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 II,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 III,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 IV,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 V,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 VI,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 VII,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 VIII,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 IX,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 X,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 XI,.
Wyszczególnienie,Bariery działalności - koszty finansowej obsługi działalności [%],2021 XII,.
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 I,"20,0"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 II,"19,9"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 III,"21,2"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 IV,"21,4"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 V,"19,1"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 VI,"21,5"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 VII,"21,5"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 VIII,"17,5"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 IX,"19,8"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 X,"19,4"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 XI,"16,8"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2014 XII,"20,8"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 I,"18,3"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 II,"17,1"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 III,"16,6"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 IV,"17,0"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 V,"18,9"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 VI,"18,4"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 VII,"18,7"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 VIII,"18,2"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 IX,"18,1"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 X,"14,5"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 XI,"14,6"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2015 XII,"17,7"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 I,"17,1"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 II,"19,8"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 III,"18,6"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 IV,"16,6"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 V,"19,5"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 VI,"15,4"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 VII,"17,2"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 VIII,"17,1"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 IX,"19,7"
Wyszczególnienie,Bariery działalności - trudności z uzyskaniem kredytu bankowego [%],2016 X,"19,5"
